StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,timing_info_consent_First Click,timing_info_consent_Last Click,timing_info_consent_Page Submit,timing_info_consent_Click Count,CONSENT,prolific ID,prolif_check,vax_att_1,vax_att_2,vax_att_3,vax_att_4,vax_att_5,att_check_1,vax_yet,vax_futureY,vax_futureN,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_control_1_First Click,timing_control_1_Last Click,timing_control_1_Page Submit,timing_control_1_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timing_control2_First Click,timing_control2_Last Click,timing_control2_Page Submit,timing_control2_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timing_control3_First Click,timing_control3_Last Click,timing_control3_Page Submit,timing_control3_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,Q1,timing_choice1_First Click,timing_choice1_Last Click,timing_choice1_Page Submit,timing_choice1_Click Count,Q2,timing_choice2_First Click,timing_choice2_Last Click,timing_choice2_Page Submit,timing_choice2_Click Count,Q3,timing_choice3_First Click,timing_choice3_Last Click,timing_choice3_Page Submit,timing_choice3_Click Count,Q4,timing_choice4_First Click,timing_choice4_Last Click,timing_choice4_Page Submit,timing_choice4_Click Count,post_vax_att_1,post_vax_att_2,post_vax_att_3,post_vax_att_4,post_vax_att_5,att_check_2,vax_future_2,experience_1,experience_2,experience_3,experience_4,information_1,information_2,information_3,information_4,ITT_1_A,ITT_2_A,ITT_3_A,timing_ITT_A_First Click,timing_ITT_A_Last Click,timing_ITT_A_Page Submit,timing_ITT_A_Click Count,ITT_1_F,ITT_2_F,ITT_3_F,timing_ITT_F_First Click,timing_ITT_F_Last Click,timing_ITT_F_Page Submit,timing_ITT_F_Click Count,discuss_1,read_1,age,gender,gender_4_TEXT,edu,take_part_again,anything_else,friend,PROLIFIC_PID,condition,clicked_t,clicked_f,FL_3_DO,Block1_Cntrl_DO,Block2_Cntrl_DO,Block3_Cntrl_DO,Block4_Cntrl_DO
14/05/2021,14/05/2021,IP Address,100,704,TRUE,14/05/2021 16:08,R_22yRCvkXcqNUeAa,anonymous,EN,10.195,22.579,24.888,4,YES,NA,Against (I feel negatively about the vaccines),Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,2.954,158.893,167.536,16,,,,,,,,,,,,,,,,,18.953,47.027,50.373,3,,,,,,,,,,,,,,,,,22.255,31.025,55.093,3,,,,,,,,,,,,,,,,,8.248,28.352,36.674,3,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat agree,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Somewhat Disagree,The clinical trials have not gone on for 2 years yet. The timeline for this is September 2022.,I do not know the long term effects to my body. ,I do not know the initial side effects following the injection. Each person reacts differently. ,10.477,111.932,113.956,12,We can stop the Covid-19 pandemic. ,I will stop being anxious about being sociable. ,People will look at me negatively if I don‰Ûªt have the vaccination. ,4.981,42.766,65.287,7,Never,Most days,50,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
14/05/2021,14/05/2021,IP Address,100,860,TRUE,14/05/2021 16:11,R_3CGXtg1vNZUdIet,anonymous,EN,12.163,12.163,15.171,1,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Agree,Agree,Strongly Disagree,Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,4.595,61.194,70.198,18,Is Covid-19 dangerous for someone young like me?,15.184,15.675,34.893,2,Are there serious side effects to the vaccine?,0,0,66.484,0,Is herd immunity possible without vaccination?,0,0,41.637,0,Disagree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat agree,Undecided,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,"They are worried that the current studies have only assessed side effects for up to 2 months - what are the long term side effects of this? Doctors have already stated they do not know, as there is not enough evidence. E.g. how is fertility effected?","They are young. Many argue that the young are selfish for not vaccinating, but I disagree, it is a selfless act to be vaccinated against something which is extremely unlikely to cause you any issues. The healthy youth could have quite easily continued with normal life throughout lockdown, in order to maintain the economy. Of course there are youths that die/are hospitalised with COVID-19, but many have underlying health issues such as obesity. ","The UK has established a non-liability agreement with some of the pharmaceutical companies providing the vaccine. This would not be necessary if the company & the government were confident that no long-term complications will occur - I ask, what happens to those who lose family members to rare side effects of these vaccines? They lack compensation for something which the government persuaded them would keep their family member safe - it is unfair and questionably unethical.",6.746,336.962,337.333,9,The government say we have to have it to go back to daily life. ,Underlying health complication. ,They want to go on holiday.,2.45,2.45,47.261,1,Rarely,Most months,21,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,Interesting! :-),Yes,NA,choice,0,0,FL_14,,,,
14/05/2021,14/05/2021,IP Address,100,988,TRUE,14/05/2021 16:12,R_3kClYz7q3CllJ98,anonymous,EN,18.137,18.137,19.059,1,YES,NA,Against (I feel negatively about the vaccines),Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,0,0,50.191,0,Is Covid-19 dangerous for someone young like me?,0,0,56.902,0,Is the pharmaceutical industry getting richer because of these vaccines?,0,0,83.983,0,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,0,0,56.935,0,Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Disagree,Somewhat agree,No,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Agree,"not safe, there is not enough research and time behind to prove otherwise ","rushed, and there is not enough data to prove that is safe long term ","made for profit, the information provided to the general public is misleading ",22.8,254.866,260.042,15,it will save peoples lives ,it will protect the vulnerable people,we can live our lives like we are used to ,8.235,120.369,121.147,13,Rarely,Most months,40,Male,-99,Vocational Training / Apprenticeship,Very likely,"no, thanks",Yes,NA,choice,0,0,FL_14,,,,
14/05/2021,14/05/2021,IP Address,100,2480,TRUE,14/05/2021 18:08,R_1rp5wybjZtMjoZS,anonymous,EN,47.401,307.815,309.113,4,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,5.111,362.123,428.175,6,,,,,,,,,,,,,,,,,29.813,218.64,311.742,3,,,,,,,,,,,,,,,,,16.348,344.593,346.003,6,,,,,,,,,,,,,,,,,6.825,381.971,413.297,4,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat agree,Undecided,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,They don't trust the companies making them to not put profit before safety,"They think that coronavirus is not serious, similar to the flu, and therefore it's not needed as our bodies have their own immune system capable of dealing with it",They think they have micro chips in them to track you all the time,9.618,126.88,128.043,3,They want to be able to get back to normal and get on with their lives,They don't want to die from coronavirus,They have been told it's a good thing,9.872,9.872,79.849,1,Most days,A few times a year,38,Female,-99,GCSEs,Very likely,-99,Yes,NA,control,1,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl
14/05/2021,14/05/2021,IP Address,6,21,FALSE,14/05/2021 19:50,R_1LNYIMPvtEFwjC4,anonymous,EN,2.064,10.63,11.275,4,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
14/05/2021,14/05/2021,IP Address,7,12,FALSE,14/05/2021 19:51,R_3mh5sK1C8XrilZr,anonymous,EN,1.218,3.955,4.615,2,YES,NA,Against (I feel negatively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,44,TRUE,17/05/2021 10:07,R_2B8ndoratlw7dph,anonymous,EN,10.64,10.64,11.839,1,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,67,TRUE,17/05/2021 10:08,R_2fuQEwJvmsgaNXa,anonymous,EN,27.571,31.072,31.929,2,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,71,TRUE,17/05/2021 10:08,R_1EYgYq3lSgDUsXn,anonymous,EN,28.446,28.446,31.884,1,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,43,TRUE,17/05/2021 10:09,R_3ml49Vu4EBNWJdo,anonymous,EN,10.533,10.533,11.679,1,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,73,TRUE,17/05/2021 10:10,R_0VxjYhREwr2r3ix,anonymous,EN,3.098,41.237,42.039,46,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,73,TRUE,17/05/2021 10:10,R_2bTdTk2PCDZ3vn7,anonymous,EN,12.522,12.522,13.709,1,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,374,TRUE,17/05/2021 10:11,R_3RmTyueFzf2CXQN,anonymous,EN,10.979,11.523,12.295,2,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,29.893,29.893,33.257,1,,,,,,,,,,,,,,,,,25.979,25.979,31.649,1,,,,,,,,,,,,,,,,,6.067,6.067,12.535,1,,,,,,,,,,,,,,,,,11.436,19.936,20.468,2,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Somewhat Agree,They are too young so not needed,The virus is not as deadly as the media portray,The advice from government is false,7.141,67.114,79.992,14,They are scared of the virus,They are affected more as they are old,They are just doing what their government tells them,4.652,30.669,32.333,5,Rarely,Most weeks,41,Male,-99,"GCSEs,Vocational Training / Apprenticeship,A levels",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl
17/05/2021,17/05/2021,IP Address,100,171,TRUE,17/05/2021 10:11,R_22mexQljyHKzfr1,anonymous,EN,103.464,103.464,105.266,1,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,30,TRUE,17/05/2021 10:12,R_1l0mVSXSARmVMy1,anonymous,EN,14.768,14.768,15.835,1,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,281,TRUE,17/05/2021 10:12,R_2CNxruDLvoiyoAp,anonymous,EN,2.424,2.72,3.47,2,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,0,0,8.738,0,Is Covid-19 dangerous for someone young like me?,0,0,5.155,0,Are there serious side effects to the vaccine?,0,0,9.15,0,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,0,0,2.662,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Not enough time to show long term side effects.,Im not at risk of dying so why do i need it?,Do not trust the government in the slightest.,55.196,76.177,86.46,3,Think about others and not just yourself.,Your protecting others as well as yourself,We will never get back to normal if you dont.,2.962,30.005,37.39,4,Most days,Never,29,Female,-99,A levels,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,308,TRUE,17/05/2021 10:12,R_UuUlDTdxqjqe52h,anonymous,EN,6.767,8.533,8.853,3,YES,NA,Against (I feel negatively about the vaccines),Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,0,0,20.997,0,,,,,,,,,,,,,,,,,0,0,31.488,0,,,,,,,,,,,,,,,,,0,0,2.711,0,,,,,,,,,,,,,,,,,0,0,1.995,0,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Agree,Agree,Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,There hasn't been enough time spent on trials.,People in power are pushing the vaccine for nefarious reasons.,Vaccines in themselves are dangerous.,5.712,49.634,62.931,3,They want to get back to normal and the vaccine is the way to do that.,So they can see loved ones again.,They trust the people pushing the vaccine.,4.32,4.32,82.754,1,Most weeks,Most months,29,Male,-99,GCSEs,Very likely,-99,No,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl
17/05/2021,17/05/2021,IP Address,100,42,TRUE,17/05/2021 10:13,R_1Q3d9jx8TwrUsUI,anonymous,EN,3.918,5.857,6.713,3,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,70,TRUE,17/05/2021 10:15,R_eVB19n6OZlLpiGR,anonymous,EN,7.197,23.582,25.12,8,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,473,TRUE,17/05/2021 10:16,R_2q4Oj96Be03IxkZ,anonymous,EN,4.187,4.187,8.208,1,YES,NA,Against (I feel negatively about the vaccines),Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do I really need a vaccine?,0,0,4.709,0,Do we know enough about Covid-19 to develop a vaccine?,0,0,2.458,0,Are there serious side effects to the vaccine?,2.831,2.831,3.859,1,Is herd immunity possible without vaccination?,0,0,2.73,0,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Somewhat agree,No,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,"Unsafe, could cause illness ",Not tested long enough,Is it even really necessary,4.532,136.928,148.331,6,Keep them safe from the virus,Other people are doing it,Forced to take the jab,3.486,65.097,72.72,4,Most weeks,Most weeks,36,Male,-99,GCSEs,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,485,TRUE,17/05/2021 10:16,R_28S25p66E6xDNyM,anonymous,EN,15.653,38.6,41.187,4,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,21.859,21.859,24.779,1,Do we know enough about Covid-19 to develop a vaccine?,16.123,16.123,19.164,1,Are there serious side effects to the vaccine?,21.242,30.806,32.685,2,Is herd immunity possible without vaccination?,12.516,12.516,15.474,1,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,They are scared of adverse reactions,They have allergies to food and drugs and may have bad reactions to the vaccine,the vaccine has not been monitored long enough,9.21,67.262,68.792,5,They want to protect themselves and others,they want to travel and visit venues,even if they had adverse reactions they think it far outweighs the symptoms of covid,4.029,50.739,52.245,5,Most weeks,Most days,57,Female,-99,GCSEs,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,296,TRUE,17/05/2021 10:18,R_2WYBRgUROXOkFJp,anonymous,EN,3.552,3.552,4.218,1,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,0,0,7.406,0,,,,,,,,,,,,,,,,,0,0,2.014,0,,,,,,,,,,,,,,,,,0,0,2.692,0,,,,,,,,,,,,,,,,,0,0,2.272,0,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Somewhat Agree,Somewhat Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Disagree,"These vaccines are still in a clinical trial until 2023, with no liability if anything should happen to me","There is not enough clear information as to the ingredients in the vaccine or possible side-effects, risks associated",Mainstream media are not reporting any cases of adverse effects and things seem to be one-sided,6.28,127.734,141.383,8,I want things to get back to normal ,I want to go on holiday ,The news and government say it's safe and effective ,1.283,14.747,28.388,3,Most days,Most days,31,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
17/05/2021,17/05/2021,IP Address,100,432,TRUE,17/05/2021 10:18,R_s83Y5YLSVSRHz5T,anonymous,EN,2.201,2.596,3.341,2,YES,NA,Against (I feel negatively about the vaccines),Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,Yes,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,0,0,36.852,0,Do we know enough about Covid-19 to develop a vaccine?,0,0,35.718,0,"Will the vaccine be effective long term, or can immunity go away?",16.649,16.649,18.255,1,How is the Covid-19 vaccine different to other vaccines?,0,0,14.513,0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat agree,Yes,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Not enough research has been done on them,They were rushed which means they are not safe,Bad side effects that could be long term,7.289,69.189,91.196,6,Provides protection against covid,Could protect others from catching covid,Prevents the spread of covid19,4.5,59.332,61.585,4,Most weeks,Most days,43,Female,-99,GCSEs,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
