"StartDate","CONSENT","prolif_check","vax_att_1","vax_att_2","vax_att_3","vax_att_4","vax_att_5","att_check_1","vax_yet","vax_futureY","vax_futureN","Q1","Q2","Q3","Q4","post_vax_att_1","post_vax_att_2","post_vax_att_3","post_vax_att_4","post_vax_att_5","att_check_2","vax_future_2","experience_1","experience_2","experience_3","experience_4","information_1","information_2","information_3","information_4","ITT_1_A","ITT_2_A","ITT_3_A","ITT_1_F","ITT_2_F","ITT_3_F","discuss_1","read_1","age","gender","gender_4_TEXT","edu","take_part_again","anything_else","friend","condition","clicked_t","clicked_f","ID","vax_yet_1","vax_future","vax_future_1","vax_change","vax_positive","choice_cond"
"22/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","Yes","No","","Do I really need a vaccine?","Could the virus mutate, reducing the effectiveness of the vaccine?","Will the vaccine be effective long term, or can immunity go away?","Is herd immunity possible without vaccination?","Disagree","Somewhat Agree","Disagree","Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Agree","Somewhat Agree","Disagree","Disagree","They are worried about bloodclots. ","Another side effect.","Anti vax who doesn't have any vaccines. ","They are at higher risk. ","They work in an environment where lots of high risk people are. ","They are forced because they like holidays abroad.","Most days","Most days","31","Female","-99","GCSEs","Very likely","-99","Yes","choice","0","0",421,1," No",-1,0,0,1
"22/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Strongly disagree","No","","Yes","","","","","Somewhat Disagree","Somewhat Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Strongly disagree",1,"Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Disagree","Somewhat Disagree","Strongly Disagree","Not enough time has been put into research.","The company manufacturing the product is in reputable.","They do not understand the contents of the vaccine.","They want it so that they do not contract Covid.","They want it to protect their family and those around them. ","They understand the sooner everyone has it things can start to go back to normal. ","Most months","Most weeks","35","Male","-99","GCSEs","Very likely","-99","Yes","control","0","0",422,0,"Yes ",1,0,0,0
"22/05/2021","YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Somewhat disagree","No","","Undecided","","","","","Agree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",1,"Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","I have a needle phobia","Doesnt believe it will work","Fear of something happening ","I believe it will work","I cant wait to have it over and done with","I have every faith its going to protect me","Rarely","Rarely","32","Female","-99","GCSEs","Likely","-99","Yes","control","0","0",423,0,"Undecided ",0,1,1,0
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No","Have the vaccines been rushed?","Are vaccines dangerous in general?","Will the vaccine be effective long term, or can immunity go away?","Have vaccines been successful in the past?","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",0,"Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Disagree","it's a personal choice up to every individual to decide ","safety reasons such as the time its been made in","don't like needles so are scared to have it done","protected against covid and all the various strains of it","protect family and friends by not gi9ving it them ","can travel and move around freely and will have proof its been done for flights and holidays","Rarely","Rarely","43","Female","-99","A levels","Very likely","-99","Yes","choice","0","0",424,0,"No ",-1,1,1,1
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Disagree","Somewhat Disagree","Somewhat disagree","No","","No","Are the vaccines safe?","Is Covid-19 dangerous for someone young like me?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Disagree","Somewhat Disagree","Disagree","Agree","Somewhat Agree","Strongly Agree","Disagree","Neither Agree nor Disagree","the vaccine is unneccesary for young people who are not at risk of getting seriously ill from covid","with the virus mutating, the vaccine will be ineffective","it is dangerous to have the vaccine as it has not undergone years of testing so we are unaware of possible future side effects","I want to be safe from covid","everyone is getting vaccinated, I want it too","I just want to be able to go on holiday","Most months","Most weeks","30","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","No","choice","0","0",425,0,"No ",-1,0,0,1
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly agree","No","","No","","","","","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I'm not getting the vaccine it's dangerous. ","I'm not getting the vaccine because it killed my friend. ","I'm not getting the vaccine as it doesn't stop you from getting covid-19.","I'm getting the vaccine just to be safe. ","I'm getting the vaccine so I don't catch and spread covid-19. ","I'm getting the vaccine so I don't get ill or maybe even die. ","Most days","Most months","28","Male","-99","GCSEs","Likely","-99","Yes","control","0","0",426,0,"No ",-1,0,0,0
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","No","","Undecided","","","","","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat agree",0,"Somewhat Disagree","Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","We haven't had enough time to see it's long term effects","The disease is mutating so it could be ineffective really quickly","Dont trust big pharmaceutical companies who just want to get richer ","If we all get vaccinated we will get back to normal more quickly ","It will protect them from the disease","It will protect vulnerable members of their family who could get it easily","Most weeks","Rarely","29","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0",427,0,"Undecided ",0,0,0,0
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Agree","Somewhat disagree","No","","Yes","Have the vaccines been rushed?","Do we know enough about Covid-19 to develop a vaccine?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Agree","Somewhat agree",1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Strongly Disagree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","There isnâ€™t enough long term data to support possible side effects of the vaccine ","They donâ€™t trust the pharmaceutical companies ","They donâ€™t believe in vaccines of any kind not just Covid","To protect them self and others around them ","To be able to go on holiday (vaccine passport) ","To be able to socialise again ","Most weeks","Most weeks","29","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0",428,0,"Yes ",1,0,0,1
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","Yes","Yes","","Can we trust who made the vaccine?","Do we know enough about Covid-19 to develop a vaccine?","Aren't other treatments preferable to vaccines?","Is herd immunity possible without vaccination?","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Somewhat Agree","Neither Agree nor Disagree","Agree","1. It is too control us
","2. It might cause defects in future pregnancies","3. You can die from it","1. I can go on holiday easier","2. You will not be denied entry anywhere","3. It is safe because it is tested in a lab by professionals","Rarely","Never","34","Female","-99","A levels","Likely","-99","Yes","choice","0","0",429,1," Yes",1,0,0,1
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat Disagree","Somewhat disagree","No","","No","","","","","Disagree","Somewhat Disagree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Strongly Agree","Somewhat Agree","Disagree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Not enough research has been done to make a vaccine.","Don't believe covid-19 is real.","Still undecide due to not enough knowledge about the pros and cons.","To protect themselves and others from spreading the disease.","Have unlying health issues.","Believe that the government have our best interest at heart.","Rarely","Never","37","Female","-99","Vocational Training / Apprenticeship","Somewhat likely","Great study because i haven't tried to read up on anything to do with covid so very informative.","Yes","control","0","0",430,0,"No ",-1,1,1,0
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat disagree","No","","No","","","","","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","Vaccination is a choice and whilst it is a choice every individual has the right to refuse it.","The chance of contracting covid-19 is already so slim, what is the need?","They may be refusing on religious grounds.","Thinking of others who could contract covid-19 from you inadvertently, they may believe they are doing it for others.","Itâ€™s harmless, you may experience side effects immediately but these subside.","They may believe it will help eradicate the virus from circulation completely.","Rarely","Once or twice a year","30","Female","-99","A levels","Very likely","The information was very one sided, however I understand that the purpose was to offer the science behind vaccinations in general and not to persuade the reader either way.","Yes","control","0","0",431,0,"No ",-1,0,0,0
"23/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No","Do I really need a vaccine?","Is Covid-19 dangerous for someone young like me?","Is the pharmaceutical industry getting richer because of these vaccines?","How is the Covid-19 vaccine different to other vaccines?","Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat agree",-1,"Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Agree","Disagree","Somewhat Agree","No enough time to develop a same vaccine.","Can cause infertility in younger people.","There is no need for me to get the vaccine because covid doesnâ€™t effect me as I have had it and I was fine. And the people that are effected have the vaccine so they are safe.","Keeps me safe from infection.","Allows me to travel.","Keeps other people safe that canâ€™t have the vaccine for medical reasons.","Most months","Most months","19","Male","-99","A levels","Very likely","-99","Yes","choice","0","0",432,0,"No ",-1,0,0,1
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Disagree","Disagree","Disagree","Somewhat disagree","No","","No","","","","","Disagree","Disagree","Disagree","Disagree","Disagree","Somewhat agree",-1,"Agree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","There was not enough time for clinical research","They are afraid from the possible side effects","They just don't want to be vaccinated at all","They want to protect others","They believe pharmaceutical companies","They believe in vaccines","Rarely","Once or twice a year","34","Female","-99","A levels","Neither likely or unlikely","-99","Yes","control","0","0",433,0,"No ",-1,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Somewhat Disagree","Disagree","Disagree","Somewhat Disagree","Somewhat disagree","No","","No","Have the vaccines been rushed?","Could the virus mutate, reducing the effectiveness of the vaccine?","Will the vaccine be effective long term, or can immunity go away?","Is herd immunity possible without vaccination?","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","They do not feel they need a vaccine as they are healthy","They feel COVID is a myth","They do not trust the vaccination system","They want to be safe and live life normally again","They want to protect their loved ones ","Want to go on holiday","Most months","Most months","22","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","1","0",434,0,"No ",-1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","No","","Undecided","","","","","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat agree",0,"Somewhat Disagree","Neither Agree nor Disagree","Disagree","Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Previous allergic reaction to vaccines","Untrusting of the companies producing the vaccines","There hasn't been enough time to guarantee such a high level of safety","Build up an immune response","At risk of the virus","Working in healthcare or public sector","Rarely","A few times a year","22","Female","-99","A levels","Very likely","-99","Yes","control","0","0",435,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat disagree","No","","Yes","Are the vaccines safe?","Are vaccines dangerous in general?","Aren't other treatments preferable to vaccines?","Is herd immunity possible without vaccination?","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Agree","Somewhat agree",1,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","It's dangerous. Some people feel that the vaccine is rushed.","I've heard people saying it's an engineered tool to achieve mass control ","Covid 19 doesn't exist, some people believe that it's all a hoax.","It's the right thing to do to protect everyone.","If it is a mass weapon, who would the government's prefer to survive. Those who are compliant or those who aren't ","To prevent themselves from being infected and becoming unwell ","Most months","Most weeks","38","Female","-99","Undergraduate degree (BSc, BA)","Very likely","Thoroughly enjoyed this questionnaire even if it is a little biased to pro vaccination. We shouldn't poo-poo differing opinions, or set out to prove them wrong,  but rather seek to understand why and answer objectively.","Yes","choice","0","0",436,0,"Yes ",1,0,0,1
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Somewhat Disagree","Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","Are the vaccines effective?","Do we know enough about Covid-19 to develop a vaccine?","Will the vaccine be effective long term, or can immunity go away?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","There has not been enough time to test the vaccine. ","It has not been tested on enough people/animal models. ","There are too many options for vaccines and not sure which one is the best/most appropriate. ","To stop rises in COVID19 Cases and work towards lifting lockdown.","I don't want to give COVID19 to anyone. ","I don't want to get ill. ","Most months","Most months","22","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","Yes","choice","0","0",437,0,"Undecided ",0,0,0,1
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Agree","Strongly Disagree","Disagree","Strongly Disagree","Somewhat disagree","No","","No","","","","","Disagree","Agree","Strongly Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Disagree","Disagree","Somewhat Agree","Agree","Agree","Somewhat Disagree","Neither Agree nor Disagree","It's not tested enough","It can cause side effects","I've already been exposed to COVID and have immunity","I'm pleased to be getting the vaccine","I won't be able to get COVID in the future","I will be helping my country eradicate COVID","Most days","Most weeks","41","Female","-99","Undergraduate degree (BSc, BA)","Very unlikely","-99","Yes","control","0","0",438,0,"No ",-1,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","","","","","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","it is not yet 100% accurate.","it has too many risk for them according to their own circumstances","their immune system will fight it.","it has less risk for them","it helps them to take to protect their love ones.","a necessity for work.","Never","Never","28","Male","-99","Undergraduate degree (BSc, BA)","Very likely","na/ thank you","Yes","control","0","0",439,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","Are the vaccines safe?","Is Covid-19 dangerous for someone young like me?","Are there serious side effects to the vaccine?","How is the Covid-19 vaccine different to other vaccines?","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly agree",0,"Agree","Somewhat Agree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","They think it has not been tested enough","Ask the side effects","If it is worth getting","There has been enough testing","It can stop you getting Covid-19","It has little side effects","Most weeks","Most weeks","21","Female","-99","Undergraduate degree (BSc, BA)","Neither likely or unlikely","-99","Yes","choice","0","0",440,0,"Undecided ",0,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat disagree","Yes","Yes","","Are the vaccines safe?","Could the virus mutate, reducing the effectiveness of the vaccine?","Will the vaccine be effective long term, or can immunity go away?","What is a messenger RNA vaccine?","Somewhat Agree","Somewhat Agree","Somewhat Agree","Agree","Agree","Somewhat agree",1,"Strongly Agree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","The vaccine contains a microchip","They donâ€™t see why we need a vaccine when itâ€™s doesnâ€™t stop Covid ","Not sure what the long term effects are","They want to get back to normal","They want to be able to travel ","They want to lessen symptoms ","Rarely","Rarely","40","Female","-99","GCSEs,Vocational Training / Apprenticeship","Very likely","-99","Yes","choice","0","0",441,1," Yes",1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Agree","Somewhat disagree","Yes","Yes","","","","","","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Agree","Somewhat agree",1,"Agree","Agree","Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Disagree","Strongly Disagree","Vaccines made too quickly","Its all about money for the pharmaceutical companies","Other vaccines take years yet these were given the ok really quickly","It can save lives...theirs, their family and friends","Can protect the vulnerable","It will help people in the future","Most months","Most weeks","59","Male","-99","Vocational Training / Apprenticeship","Very likely","Most inforrmative","Yes","control","0","0",442,1," Yes",1,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No","Are the vaccines safe?","Are vaccines dangerous in general?","Are there serious side effects to the vaccine?","How is the Covid-19 vaccine different to other vaccines?","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Disagree","The producers are dodgy companies","The media is lying and only shows so much, the deaths relating to the vaccines arenâ€™t broadcasted","Thereâ€™s proof theyâ€™re not safe, just do your own research instead of believing mainstream media","Protect their family ","They feel pressured by others around them ","To be â€˜allowedâ€™ to live our lives","Rarely","Most weeks","21","Female","-99","A levels","Very likely","Hopefully the results are taken into consideration by the relevant parties","Yes","choice","0","0",443,0,"No ",-1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","","","","","Neither Agree nor Disagree","Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree",0,"Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree","CRAZY theory changing of DNA, mind control, injecting animal DNA ext  ","its not safe long run we going to die earlier, injecting another strain to worsen our condition, effecting our of springs ext   ","simple don't trust the government. ","it will protect you from Covid -19 you will be immune to the Covid-19","likely to go aboard on holiday ","once you have the jab you can visit family & friends with out any worries with passing on Covid-19   ","Rarely","Rarely","32","Male","-99","GCSEs","Very unlikely","-99","No","control","0","0",444,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","Yes","Yes","","Are the vaccines safe?","Could the virus mutate, reducing the effectiveness of the vaccine?","Will the vaccine be effective long term, or can immunity go away?","What is a messenger RNA vaccine?","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Somewhat agree",1,"Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Covid is a hoax - it's just a way for the government to control the population","Vaccines have been developed far too quickly and there are too unknown side effects","Covid isn't as bad for someone as young as me - I don't need a vaccine","I have a loved one at home I want to protect from Covid","I want to get back to a normal kind of life","Covid is way worse than any vaccine","Most weeks","Most days","36","Female","-99","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)","Very likely","Thank you - very informative and interesting!","Yes","choice","0","0",445,1," Yes",1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Disagree","Disagree","Disagree","Somewhat Disagree","Disagree","Somewhat disagree","No","","No","Are the vaccines effective?","Could the virus mutate, reducing the effectiveness of the vaccine?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Somewhat Disagree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Disagree","Agree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","No health risks to make covid have a serious effect on health ","Not worth it as need a top up vaccine because of mutations ","Developed too quick ","Protect people and themselves ","To go on holiday abroad","Because it's recommended ","Rarely","Rarely","28","Female","-99","GCSEs,A levels","Very likely","-99","Yes","choice","0","0",446,0,"No ",-1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly disagree","No","","Undecided","","","","","Neither Agree nor Disagree","Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat agree",0,"Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Disagree","Not enough evidence it works","Not enough time to see long term side effects","Unneeded and isnâ€™t nessessary","Itâ€™s very well needed","Itâ€™s safe and tested","Letâ€™s keep safe  together","Rarely","Rarely","27","Male","-99","GCSEs","Very likely","-99","Yes","control","0","0",447,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly disagree","No","","Undecided","Have the vaccines been rushed?","Do we know enough about Covid-19 to develop a vaccine?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly agree",0,"Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","It hasn't been tested for long enough","There may be extreme side effects ","Don't think they need it ","So life can go back to normal","To be protected if they catch covid","They think it is the right thing to do","Most weeks","Most weeks","28","Female","-99","A levels","Somewhat likely","-99","Yes","choice","0","0",448,0,"Undecided ",0,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Agree","Somewhat disagree","No","","Yes","","","","","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Somewhat agree",1,"Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Not had long enough to produce the vaccine","How do we know its safe","It could do more harm than good","So they can visit family and friends","more freedom to an extent when out","for peace of mind when out and about","Rarely","A few times a year","25","Female","-99","GCSEs","Very likely","-99","Yes","control","0","0",449,0,"Yes ",1,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","Yes","Yes","","Are the vaccines safe?","Are vaccines dangerous in general?","Will the vaccine be effective long term, or can immunity go away?","What is a messenger RNA vaccine?","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Somewhat agree",1,"Agree","Agree","Disagree","Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","It hasn't been tested properly","Nobody knows the long-term side effects yet","They are fit and young and therefore not really at risk of serious illness as a result of Covid-19","They want to become immune to Covid","They want to protect their vulnerable family members","So they can go on holiday (vaccine passport)","Once or twice a year","Most weeks","41","Female","-99","Undergraduate degree (BSc, BA)","Very likely","I found the information quite scientific. I have a Biology degree so could relate to it well but wonder if it may be too heavy for someone without a science background.","Yes","choice","0","0",450,1," Yes",1,0,0,1
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Somewhat disagree","No","","No","Have the vaccines been rushed?","Do we know enough about Covid-19 to develop a vaccine?","Is the pharmaceutical industry getting richer because of these vaccines?","Have vaccines been successful in the past?","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Somewhat agree",-1,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Disagree","don't trust that its been tested enough","don't know how effective it'd be","we don't know enough about a brand new disease to suddenly be able to vaccinate it yet still we some how to manage to spend and raise millions on cancer research and still have gotten nowhere.","its their choice so they can get one if they want, don't need to have a reason to or not too. keep your nose out of others business if you don't want them commenting on your choices","they are scared of the virus and want to be vaccinated ","they are told to by their goverment ","Rarely","Never","26","Female","-99","GCSEs","Very likely","-99","No","choice","0","0",451,0,"No ",-1,0,0,1
