"StartDate","EndDate","Duration","timing_info_consent_Page.Submit","CONSENT","prolif_check","vax_att_1","vax_att_2","vax_att_3","vax_att_4","vax_att_5","att_check_1","vax_yet","vax_futureY","vax_futureN","timing_cntrl1_Page.Submit.3","timer_cntrl2_Page.Submit.3","timer_cntrl3_Page.Submit.3","timing_control4_Page.Submit.3","Q1","timing_choice1_Page.Submit","Q2","timing_choice2_Page.Submit","Q3","timing_choice3_Page.Submit","Q4","timing_choice4_Page.Submit","post_vax_att_1","post_vax_att_2","post_vax_att_3","post_vax_att_4","post_vax_att_5","att_check_2","vax_future_2","experience_1","experience_2","experience_3","experience_4","information_1","information_2","information_3","information_4","ITT_1_A","ITT_2_A","ITT_3_A","timing_ITT_A_Page.Submit","ITT_1_F","ITT_2_F","ITT_3_F","timing_ITT_F_Page.Submit","discuss_1","read_1","age","gender","gender_4_TEXT","edu","take_part_again","anything_else","friend","condition","clicked_t","clicked_f","FL_3_DO","Block1_Cntrl_DO","Block2_Cntrl_DO","Block3_Cntrl_DO","Block4_Cntrl_DO","ID","vax_yet_1","vax_future","vax_future_1","vax_change","vax_positive","choice_cond","control_info_time","choice_info_time"
"20/05/2021 17:32","20/05/2021 17:39",381,37.44,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Have the vaccines been rushed?",6.306,"Could the virus mutate, reducing the effectiveness of the vaccine?",2.28,"Are there serious side effects to the vaccine?",2.451,"Is herd immunity possible without vaccination?",1.725,"Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","They are young and unlikely to be affected by the virus.","Vaccines are rushed.","There can be side effects",72.884,"They will be immune to the virus","They can protect people around them by being vaccinated","They want to be able to travel without restrictions",78.37,"Never","Never","21","Male","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",405,0,"No ",-1,0,0,1,NA,12.762
"20/05/2021 19:42","20/05/2021 19:52",570,7.239,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Disagree","Disagree","Somewhat Disagree","Disagree","Somewhat disagree","No","","No",54.481,69.001,47.015,58.155,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Disagree","Disagree","Somewhat Disagree","Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","I am not vulnerable or elderly so will survive covid with either none or minimal issues.","The vaccine doesn't prevent you from catching the disease. Saying everyone has a duty to get it to protect others just doesn't make any sense.","Because I don't want to!",87.364,"I am easily lead..........","I believe media propaganda.","I'm so scared of a virus I've never caught, even though everyone I know who has caught it has been fine.",83.656,"Most months","A few times a year","30","Female","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",406,0,"No ",-1,0,0,0,228.652,NA
"20/05/2021 20:29","20/05/2021 20:54",1528,36.258,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Do I really need a vaccine?",168.623,"Are vaccines dangerous in general?",201.357,"Aren't other treatments preferable to vaccines?",115.026,"How is the Covid-19 vaccine different to other vaccines?",225.466,"Disagree","Disagree","Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Disagree","Disagree","Somewhat Agree","Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Agree","I do not want the vaccine because I heard it is sterilising people, to get the population down","I do not want the vaccine because I think it comes down to alot more than it just being a virus","I do not want the vaccine because I don't trust it",343.12,"I do want the vaccine because I want things to go back to normal","I do want the vaccine because I'm scared of getting the virus","I do want the vaccine because I want to go abroad",83.638,"Never","Never","37","Female","-99","GCSEs","Likely","-99","Yes","choice","0","0","FL_14","","","","",407,0,"No ",-1,0,0,1,NA,710.472
"20/05/2021 22:02","20/05/2021 22:10",506,15.228,"YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Disagree","Disagree","Strongly disagree","No","","No",21.771,2.643,4.203,3.95,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Agree","Somewhat Disagree","Disagree","Disagree","Somewhat agree",-1,"Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","They have no under lying health issues so why should they take it 

","They arent of an age of concern. e.g elderly ","The suvival rate is 99.97% survival rating. why would i need a vaccine for that ",112.41,"It saves lives by getting immunised from it ","stops the spread by building the amount of people who have received the vaccine ","everybody else is gettting it ",73.614,"Most weeks","Most days","27","Male","-99","GCSEs","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",408,0,"No ",-1,0,0,0,32.567,NA
"21/05/2021 04:52","21/05/2021 05:11",1125,37.767,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Disagree","Strongly Disagree","Somewhat Agree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Are the vaccines safe?",114.102,"Do we know enough about Covid-19 to develop a vaccine?",165.968,"Are there serious side effects to the vaccine?",109.852,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",59.363,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat agree",1,"Agree","Agree","Somewhat Disagree","Disagree","Agree","Agree","Neither Agree nor Disagree","Disagree","Not enough time spent testing","Covid is a planned pandemic intended to scare people into getting a vaccine and thereby control them","Covid vaccines are dangerous and kill people, X doctor has said so",167.492,"The vaccines have undergone clinical trials for safety","Only a few people out of millions have fatal side effects, no more than occurs normally in the population","The benefits of the vaccine outweigh the possible negative effects someone can suffer from covid",117.162,"Rarely","A few times a year","30","Male","-99","GCSEs,A levels","Very likely","-99","Yes","choice","0","0","FL_14","","","","",409,0,"Undecided ",0,1,1,1,NA,449.285
"21/05/2021 09:53","21/05/2021 10:09",963,4.037,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided",70.391,376.434,59.409,113.793,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat agree",0,"Agree","Somewhat Agree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","No long term studies showing the long term effects of the vaccines","Agendas coming into play like political and also money. For example the British government has considered going against medical advise and increasing the time between the 1st and 2nd dose.","Not allowing for free speech and open discussion. Banning any soical media that even questions vaccines and possible side effects are taken down.",178.976,"getting back to normal","fear of getting problems from covid 19","want to go on holiday",37.966,"Most days","Most weeks","31","Male","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",410,0,"Undecided ",0,0,0,0,620.027,NA
"21/05/2021 12:41","21/05/2021 12:56",897,12.835,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",50.62,"Are vaccines dangerous in general?",16.836,"Are there serious side effects to the vaccine?",33.238,"What is a messenger RNA vaccine?",34.315,"Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Disagree","Strongly Disagree","Agree","Agree","Strongly Disagree","Strongly Disagree","Disagree","they have had prevous vaccine reactions/are already vaccine-damaged","They have been unable to find any peer reviewed papers on the vaccine, only glorified press-releases where evidence of selective information presentation was already noticeable","Pfizer say they've not done their normal 2 year follow-up. This is not a normal vaccine, it uses technology that hadn't been approved in 30 years of testing - then suddenly it was. I am not a lab rat",219.278,"It's really important we have herd immunity to protect the vulnerable and those who cannot have the vaccine","You have more chance of being damaged by covid than being damaged by the vaccine","Vaccine's will let us get back to normal ",76.005,"Most months","Most weeks","56","Female","-99","Undergraduate degree (BSc, BA)","Very likely","The info blurbs really need to include more specific information, trial data etc. It was really tedious to read blanket statements when I would appreciate specific data to draw my own conclusions. The lack of this is part of my problem with covid 19 vaccination. Also the qustion about 'do you have a problem with caccination in general?' I had to say 'yes I do' because I have a problem with the vaccine schedule for babies in the developed world. I support vaccination in general.","Yes","choice","0","0","FL_14","","","","",411,0,"No ",-1,0,0,1,NA,135.009
"21/05/2021 15:32","21/05/2021 15:41",537,23.937,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",55.456,49.848,70.031,48.634,"",NA,"",NA,"",NA,"",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Agree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Long term effects are unknown","I don't trust pharmaceutical companies ","Why should I, I'm not at a high risk",89.425,"I want to be safe from the virus","It will mean the world will get back to normal","It protects the people I love from the virus",55.26,"Never","Most months","39","Female","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl",412,0,"No ",-1,0,0,0,223.969,NA
"21/05/2021 16:13","21/05/2021 16:22",578,10.55,"YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",27.043,47.119,36.724,40.113,"",NA,"",NA,"",NA,"",NA,"Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","its not been tested for long term effects on humans","i sont believe covid 19 is real","it wont kill me, the vaccine might ",62.496,"it will keep me safe","i want to go on holiday so i will take it","i believe the vaccine will make me immune",58.473,"Never","Most weeks","46","Female","-99","Doctorate (PhD)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",413,0,"No ",-1,0,0,0,150.999,NA
"21/05/2021 16:26","21/05/2021 16:45",1110,62.641,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",99.647,"Do we know enough about Covid-19 to develop a vaccine?",48.078,"Are there serious side effects to the vaccine?",65.704,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",26.657,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Somewhat Agree","Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Disagree","I totally agree with them. Their has not been full trials.","The vaccine has not been aproved. It has emergency authorisation only.","The vaccine is unlike any other vaccine it has messenger DNA. The long term effects have not been proven",219.907,"That it has not been proven to work.","If the vaccine works why do you still have to wear a face mask after having it.","That it is only a way to bring in more tracking of the planet through vaccine passports.",111.13,"Most weeks","Most weeks","49","Male","-99","GCSEs","Very likely","-99","Yes","choice","0","0","FL_14","","","","",414,0,"No ",-1,0,0,1,NA,240.086
"21/05/2021 20:37","21/05/2021 20:44",418,12.415,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Somewhat disagree","No","","No",7.784,14.386,27.468,7.248,"",NA,"",NA,"",NA,"",NA,"Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Somewhat Agree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Not enough time taken to develop the vaccine ","Im not sure if its safe","Not sure how much immunity it provides",53.738,"Not enough gime taken to develop the vaccine","Not sure what effect it could have on my body ","Not enough evidence to suggest it will protect me against covid completely ",48.661,"Most weeks","Most weeks","28","Female","-99","Vocational Training / Apprenticeship","Likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",415,0,"No ",-1,0,0,0,56.886,NA
"21/05/2021 22:30","21/05/2021 22:54",1444,665.469,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",59.04,"Could the virus mutate, reducing the effectiveness of the vaccine?",55.206,"Are there serious side effects to the vaccine?",58.834,"What is a messenger RNA vaccine?",60.388,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Disagree","I want to have children some day.","People I know have become very sick after having the vaccine.","My body, my choice. Simple as.",68.107,"I just want things to go back to normal.","I want to go on holiday.","I really want to go to the pub.",45.041,"Most weeks","Most weeks","39","Male","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",416,0,"No ",-1,0,0,1,NA,233.468
"22/05/2021 00:17","22/05/2021 00:30",806,15.108,"YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Agree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat disagree","No","","Yes",NA,NA,NA,NA,"Are the vaccines safe?",107.299,"Is Covid-19 dangerous for someone young like me?",93.128,"Are there serious side effects to the vaccine?",105.711,"Have vaccines been successful in the past?",99.61,"Somewhat Agree","Agree","Somewhat Disagree","Somewhat Disagree","Agree","Somewhat agree",1,"Strongly Agree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Strongly Agree","Agree","Disagree","Disagree","They might tell you the vaccine was rushed and there is no way it can be safe being created so quickly.","They might tell you that the government is planning something and the vaccine is all fake.","They might tell you that they donäó»t need the vaccine as the survival rate for covid 19 is so high.",79.778,"They might say that they want to take the vaccine to keep their friends and family safe.","They might say that theyäó»re desperate to get their life back and the vaccine is the first step.","They might say they trust the scientists who have been working day and night to get this vaccine completed.",70.613,"Rarely","Rarely","25","Male","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",417,0,"Yes ",1,0,0,1,NA,405.748
"22/05/2021 09:20","22/05/2021 09:31",637,97.14,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",71.021,34.602,37.054,49.701,"",NA,"",NA,"",NA,"",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Vaccines are not safe","Vaccines are not effective","COVID is not as deadly as we are led to believe ",123.526,"Want my freedom back ","äóìFor the greater goodäóù","Want life back to normal ",58.362,"Rarely","Most months","36","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl",418,0,"No ",-1,0,0,0,192.378,NA
"22/05/2021 09:40","22/05/2021 09:48",481,18.786,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",34.518,6.716,19.787,10.874,"",NA,"",NA,"",NA,"",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Disagree","Somewhat Disagree","Disagree","Agree","Disagree","Strongly Disagree","Disagree","Somewhat Disagree","No long term adverse reactions known","Many many people are dying and suffering terrible adverse reactions in the US and UK via Vaers and yellow card.","Risk of cytokine storm and also all studies useless as didn't include many elderly, pregnant women or those with ill health.",113.028,"I am not well up on truth","They never research and trust failed scientists and medical charlatans","They believe they are helping others which ofc is nonsense.",62.619,"Most months","Most weeks","59","Male","-99","A levels","Very likely","Yes. DO not under any circumstances, take the jab, or trust big pharma, ever.","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",419,0,"No ",-1,0,0,0,71.895,NA
"22/05/2021 11:46","22/05/2021 11:58",697,20.633,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Disagree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Are the vaccines safe?",83.958,"Do we know enough about Covid-19 to develop a vaccine?",60.203,"Will the vaccine be effective long term, or can immunity go away?",42.315,"How is the Covid-19 vaccine different to other vaccines?",57.786,"Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat agree",1,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","The vaccine isn't safe","The vaccine has been rushed","We don't know enough about Covid-19 to have already developed a vaccine",49.262,"They want to go on holiday","They want to get the world back to normal again","They want to protect their vulnerable family members",39.363,"Most days","Most weeks","29","Female","-99","A levels","Very likely","This study could not have come at a better time, I have been invited in for my vaccine but have been on the fence as to whether or not to get it. I was concerned about the speed in which the vaccine came about when the virus has continued to mutate & didn't feel that we knew enough about it. Social media has definitely impacted me in making me anxious/worried about the possible long term side effects as there are a lot of people against this vaccine. I am fully vaccinated (childhood vaccines) so I'm not an anti vaxxer but a generally cautious person.","Yes","choice","0","0","FL_14","","","","",420,0,"Undecided ",0,1,1,1,NA,244.262
"22/05/2021 13:39","22/05/2021 13:48",516,6.354,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","Yes","No","",NA,NA,NA,NA,"Do I really need a vaccine?",48.944,"Could the virus mutate, reducing the effectiveness of the vaccine?",47.479,"Will the vaccine be effective long term, or can immunity go away?",17.725,"Is herd immunity possible without vaccination?",49.564,"Disagree","Somewhat Agree","Disagree","Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Agree","Somewhat Agree","Disagree","Disagree","They are worried about bloodclots. ","Another side effect.","Anti vax who doesn't have any vaccines. ",94.892,"They are at higher risk. ","They work in an environment where lots of high risk people are. ","They are forced because they like holidays abroad.",52.103,"Most days","Most days","31","Female","-99","GCSEs","Very likely","-99","Yes","choice","0","0","FL_14","","","","",421,1," No",-1,0,0,1,NA,163.712
"22/05/2021 15:22","22/05/2021 15:27",288,11.918,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Strongly disagree","No","","Yes",5.287,4.537,4.253,3.913,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Somewhat Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Strongly disagree",1,"Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Disagree","Somewhat Disagree","Strongly Disagree","Not enough time has been put into research.","The company manufacturing the product is in reputable.","They do not understand the contents of the vaccine.",46.131,"They want it so that they do not contract Covid.","They want it to protect their family and those around them. ","They understand the sooner everyone has it things can start to go back to normal. ",43.673,"Most months","Most weeks","35","Male","-99","GCSEs","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",422,0,"Yes ",1,0,0,0,17.99,NA
"22/05/2021 17:40","22/05/2021 17:54",886,24.072,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Somewhat disagree","No","","Undecided",203.833,69.55,63.082,35.35,"",NA,"",NA,"",NA,"",NA,"Agree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",1,"Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","I have a needle phobia","Doesnt believe it will work","Fear of something happening ",143.857,"I believe it will work","I cant wait to have it over and done with","I have every faith its going to protect me",70.796,"Rarely","Rarely","32","Female","-99","GCSEs","Likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",423,0,"Undecided ",0,1,1,0,371.815,NA
"23/05/2021 02:21","23/05/2021 02:56",2098,16.942,"YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Have the vaccines been rushed?",148.782,"Are vaccines dangerous in general?",84.826,"Will the vaccine be effective long term, or can immunity go away?",45.721,"Have vaccines been successful in the past?",8.39,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",0,"Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Disagree","it's a personal choice up to every individual to decide ","safety reasons such as the time its been made in","don't like needles so are scared to have it done",172.165,"protected against covid and all the various strains of it","protect family and friends by not gi9ving it them ","can travel and move around freely and will have proof its been done for flights and holidays",324.489,"Rarely","Rarely","43","Female","-99","A levels","Very likely","-99","Yes","choice","0","0","FL_14","","","","",424,0,"No ",-1,1,1,1,NA,287.719
"23/05/2021 14:12","23/05/2021 14:36",1441,110.933,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Disagree","Somewhat Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",144.527,"Is Covid-19 dangerous for someone young like me?",212.599,"Are there serious side effects to the vaccine?",118.946,"Is herd immunity possible without vaccination?",64.205,"Strongly Disagree","Somewhat Disagree","Strongly Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Disagree","Somewhat Disagree","Disagree","Agree","Somewhat Agree","Strongly Agree","Disagree","Neither Agree nor Disagree","the vaccine is unneccesary for young people who are not at risk of getting seriously ill from covid","with the virus mutating, the vaccine will be ineffective","it is dangerous to have the vaccine as it has not undergone years of testing so we are unaware of possible future side effects",248.037,"I want to be safe from covid","everyone is getting vaccinated, I want it too","I just want to be able to go on holiday",120.631,"Most months","Most weeks","30","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","No","choice","0","0","FL_14","","","","",425,0,"No ",-1,0,0,1,NA,540.277
"23/05/2021 15:28","23/05/2021 15:35",429,12.376,"YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly agree","No","","No",5.151,4.379,3.943,3.55,"",NA,"",NA,"",NA,"",NA,"Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I'm not getting the vaccine it's dangerous. ","I'm not getting the vaccine because it killed my friend. ","I'm not getting the vaccine as it doesn't stop you from getting covid-19.",77.063,"I'm getting the vaccine just to be safe. ","I'm getting the vaccine so I don't catch and spread covid-19. ","I'm getting the vaccine so I don't get ill or maybe even die. ",96.12,"Most days","Most months","28","Male","-99","GCSEs","Likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",426,0,"No ",-1,0,0,0,17.023,NA
